Company,Title,Technical Keywords,Nontechnical Keywords
Amazon,Software Development Engineer - Payments,"['java', 'c++', '', 'object', 'oriented', 'language', 'development', 'ui', 'design', 'r', 'software', 'engineering', 'systems', 'computer', 'application', 'product', 'engineer', 'programming', 'bachelor', 'architecture', 'communication', 'aws', 'scaling', 'javascript', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'equivalent', 'working', 'work', 'ability', 'team', 'including', 'skill', 'building', 'science', 'technology', 'using', 'language', 'experience working', 'high', 'new', 'distributed', 'fast paced']"
Amazon,Software Development Engineer - Fintech,"['java', 'c++', '', 'object', 'oriented', 'language', 'data', 'structure', 'development', 'ui', 'design', 'analysis', 'management', 'r', 'software', 'engineering', 'computer', 'code', 'product', 'engineer', 'programming', 'bachelor', 'communication', 'testing', 'aws', 'coding', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'ability', 'team', 'including', 'management', 'knowledge', 'skill', 'field', 'project', 'science', 'language', 'strong', 'complex', 'related field', 'understanding', 'test', 'problem solving']"
Amazon,Software Development Engineer,"['web', '', 'language', 'development', 'ui', 'design', 'management', 'r', 'software', 'engineering', 'systems', 'computer', 'engineer', 'programming', 'architecture', 'testing', 'coding', 'scaling', 'linux', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'ability', 'including', 'management', 'knowledge', 'field', 'building', 'project', 'science', 'language', 'complex', 'related field', 'service', 'new', 'test', 'distributed']"
Amazon,"Embedded Software Development Engineer, Satellite Flight Software, GNC Software","['', 'language', 'structure', 'development', 'ui', 'design', 'r', 'software', 'engineering', 'systems', 'computer', 'engineer', 'programming', 'architecture', 'communication', 'testing', 'scaling', 'linux', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'work', 'ability', 'team', 'including', 'skill', 'building', 'science', 'language', 'strong', 'new', 'test']"
Amazon,Embedded Software Engineer,"['python', '', 'language', 'data', 'development', 'ui', 'r', 'software', 'engineering', 'systems', 'computer', 'product', 'engineer', 'architecture', 'testing', 'troubleshooting', 'unix', 'linux', 'networking', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'equivalent', 'working', 'work', 'knowledge', 'field', 'science', 'language', 'related field', 'service', 'high', 'electrical', 'practical', 'test']"
Amazon,"Senior Software Engineer, Intech","['java', 'python', 'c++', '', 'object', 'oriented', 'language', 'data', 'development', 'ui', 'design', 'request', 'r', 'software', 'engineering', 'systems', 'application', 'engineer', 'programming', 'models', 'business', 'architecture', 'database', 'unix', 'linux', 'object oriented', 'software development']","['experience', 'year', 'degree', 'technical', 'ability', 'team', 'including', 'skill', 'building', 'project', 'technology', 'language', 'strong', 'complex', 'understanding', 'high']"
Amazon,Software Development Engineer,"['web', '', 'development', 'r', 'software', 'engineering', 'computer', 'engineer', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'work', 'field', 'science', 'related field', 'high']"
Amazon,"Software Development Engineer, INTech","['java', 'web', 'c++', '', 'object', 'oriented', 'language', 'data', 'development', 'ui', 'design', 'request', 'r', 'software', 'engineering', 'systems', 'computer', 'application', 'engineer', 'programming', 'models', 'bachelor', 'business', 'architecture', 'communication', 'database', 'agile', 'unix', 'linux', 'object oriented', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'ability', 'team', 'including', 'skill', 'field', 'building', 'project', 'science', 'technology', 'language', 'strong', 'complex', 'related field', 'service', 'understanding', 'high']"
Amazon,Software Development Engineer,"['java', 'web', 'c++', '', 'object', 'oriented', 'language', 'data', 'development', 'ui', 'design', 'request', 'r', 'software', 'engineering', 'systems', 'computer', 'application', 'engineer', 'programming', 'models', 'bachelor', 'business', 'architecture', 'communication', 'database', 'agile', 'unix', 'linux', 'object oriented', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'ability', 'team', 'including', 'skill', 'field', 'building', 'project', 'science', 'technology', 'language', 'strong', 'complex', 'related field', 'service', 'understanding', 'high']"
Amazon,Senior Software Development Engineer,"['', 'object', 'oriented', 'data', 'structure', 'development', 'ui', 'design', 'management', 'r', 'software', 'engineering', 'systems', 'computer', 'code', 'product', 'engineer', 'bachelor', 'business', 'architecture', 'testing', 'aws', 'database', 'coding', 'scaling', 'algorithms', 'object oriented', 'software development', 'computer science']","['experience', 'year', 'related', 'technical', 'equivalent', 'ability', 'team', 'including', 'management', 'knowledge', 'field', 'building', 'science', 'using', 'complex', 'related field', 'understanding', 'new', 'test']"
Amazon,Software Engineer,"['', 'language', 'development', 'ui', 'design', 'management', 'r', 'software', 'engineering', 'systems', 'computer', 'code', 'application', 'engineer', 'programming', 'architecture', 'communication', 'testing', 'agile', 'coding', 'scaling', 'software development', 'computer science']","['experience', 'year', 'related', 'working', 'work', 'ability', 'team', 'including', 'management', 'knowledge', 'skill', 'field', 'science', 'language', 'strong', 'related field', 'understanding', 'new', 'test', 'distributed']"
Amazon,Software Development Engineer - Agency,"['java', 'web', 'c++', '', 'object', 'oriented', 'language', 'data', 'development', 'ui', 'design', 'request', 'r', 'software', 'engineering', 'systems', 'computer', 'application', 'engineer', 'programming', 'models', 'bachelor', 'business', 'architecture', 'communication', 'database', 'agile', 'unix', 'linux', 'object oriented', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'ability', 'team', 'including', 'skill', 'field', 'building', 'project', 'science', 'technology', 'language', 'strong', 'complex', 'related field', 'service', 'understanding', 'high']"
Amazon,"Software Development Engineer, Intech ","['java', 'python', 'web', 'c++', '', 'object', 'oriented', 'language', 'data', 'development', 'ui', 'design', 'request', 'r', 'software', 'engineering', 'systems', 'computer', 'application', 'engineer', 'programming', 'models', 'bachelor', 'business', 'architecture', 'communication', 'database', 'agile', 'unix', 'linux', 'javascript', 'object oriented', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'ability', 'team', 'including', 'skill', 'field', 'building', 'project', 'science', 'technology', 'language', 'strong', 'complex', 'related field', 'service', 'understanding', 'high']"
Amazon,Software Development Engineer,"['', 'language', 'development', 'ui', 'design', 'management', 'r', 'software', 'engineering', 'systems', 'computer', 'code', 'product', 'engineer', 'programming', 'architecture', 'communication', 'testing', 'coding', 'scaling', 'software development', 'computer science']","['experience', 'year', 'technical', 'ability', 'team', 'including', 'management', 'knowledge', 'skill', 'building', 'project', 'science', 'language', 'complex', 'understanding', 'high', 'new', 'test', 'distributed']"
Amazon,Software Development Engineer,"['java', 'c++', '', 'object', 'oriented', 'language', 'development', 'ui', 'design', 'management', 'r', 'software', 'engineering', 'systems', 'code', 'product', 'engineer', 'programming', 'architecture', 'testing', 'coding', 'scaling', 'software development']","['experience', 'year', 'technical', 'ability', 'team', 'including', 'management', 'knowledge', 'building', 'project', 'language', 'complex', 'new', 'test']"
Amazon,Software Development Engineer - FinTech,"['java', 'c++', '', 'object', 'oriented', 'language', 'development', 'ui', 'design', 'management', 'r', 'software', 'engineering', 'systems', 'code', 'product', 'engineer', 'programming', 'sql', 'architecture', 'testing', 'coding', 'scaling', 'unix', 'linux', 'software development']","['experience', 'year', 'technical', 'ability', 'team', 'including', 'management', 'knowledge', 'skill', 'building', 'project', 'using', 'language', 'complex', 'new', 'test']"
Amazon,"Sr. Embedded Software Development Engineer, Satellite Simulation, GNC Software","['', 'language', 'structure', 'development', 'ui', 'design', 'r', 'software', 'engineering', 'systems', 'computer', 'engineer', 'programming', 'architecture', 'communication', 'testing', 'scaling', 'linux', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'work', 'ability', 'team', 'including', 'skill', 'building', 'science', 'language', 'strong', 'new', 'test']"
Amazon,Software Engineer,"['java', 'c++', '', 'object', 'oriented', 'language', 'development', 'ui', 'design', 'management', 'r', 'software', 'engineering', 'systems', 'code', 'product', 'engineer', 'programming', 'architecture', 'testing', 'coding', 'scaling', 'software development']","['experience', 'year', 'technical', 'ability', 'team', 'including', 'management', 'knowledge', 'building', 'project', 'language', 'complex', 'new', 'test']"
Amazon,Software Dev Engineer II,"['java', 'python', 'web', 'c++', '', 'language', 'data', 'development', 'ui', 'design', 'request', 'r', 'software', 'engineering', 'systems', 'computer', 'application', 'engineer', 'programming', 'models', 'bachelor', 'business', 'architecture', 'database', 'agile', 'unix', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'ability', 'team', 'including', 'skill', 'building', 'science', 'technology', 'language', 'strong', 'complex', 'service', 'understanding', 'high']"
Amazon,Software Developer Engineer II,"['java', 'web', 'c++', '', 'language', 'data', 'development', 'ui', 'design', 'request', 'r', 'software', 'engineering', 'systems', 'computer', 'application', 'engineer', 'programming', 'models', 'bachelor', 'business', 'architecture', 'database', 'agile', 'unix', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'ability', 'team', 'including', 'skill', 'building', 'science', 'technology', 'language', 'strong', 'complex', 'service', 'understanding', 'high']"
Amazon,"Embedded Software Development Engineer, Satellite Simulation, GNC Software","['', 'language', 'structure', 'development', 'ui', 'design', 'r', 'software', 'engineering', 'systems', 'computer', 'engineer', 'programming', 'architecture', 'communication', 'testing', 'scaling', 'linux', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'work', 'ability', 'team', 'including', 'skill', 'building', 'science', 'language', 'strong', 'new', 'test']"
Amazon,"Software Development Engineer, Finance Technology","['java', 'web', 'c++', '', 'object', 'oriented', 'language', 'data', 'development', 'ui', 'design', 'request', 'r', 'software', 'engineering', 'systems', 'computer', 'application', 'engineer', 'programming', 'models', 'bachelor', 'business', 'architecture', 'communication', 'database', 'agile', 'unix', 'linux', 'object oriented', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'ability', 'including', 'skill', 'field', 'building', 'project', 'science', 'technology', 'using', 'language', 'strong', 'complex', 'related field', 'service', 'understanding', 'high']"
Amazon,Software Development Engineer,"['java', 'python', '', 'object', 'oriented', 'language', 'data', 'structure', 'development', 'ui', 'design', 'management', 'r', 'software', 'engineering', 'systems', 'computer', 'code', 'application', 'product', 'engineer', 'programming', 'bachelor', 'architecture', 'testing', 'security', 'algorithms', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'ability', 'team', 'including', 'management', 'knowledge', 'skill', 'project', 'science', 'language', 'complex', 'high', 'test']"
Amazon,Software Development Engineer II,"['java', 'python', '', 'object', 'oriented', 'language', 'data', 'structure', 'development', 'ui', 'design', 'management', 'r', 'software', 'engineering', 'systems', 'computer', 'code', 'application', 'product', 'engineer', 'programming', 'bachelor', 'architecture', 'testing', 'security', 'algorithms', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'ability', 'team', 'including', 'management', 'knowledge', 'skill', 'project', 'science', 'language', 'complex', 'high', 'test']"
Amazon,Software Development Engineer,"['java', 'c++', '', 'object', 'oriented', 'language', 'development', 'ui', 'design', 'management', 'r', 'software', 'engineering', 'systems', 'code', 'product', 'engineer', 'programming', 'architecture', 'testing', 'coding', 'scaling', 'software development']","['experience', 'year', 'technical', 'ability', 'team', 'including', 'management', 'knowledge', 'building', 'project', 'language', 'complex', 'new', 'test']"
Amazon,Software Engineer,"['', 'data', 'structure', 'ui', 'design', 'r', 'software', 'systems', 'computer', 'product', 'engineer', 'bachelor', 'aws', 'algorithms', 'computer science']","['experience', 'degree', 'related', 'equivalent', 'work', 'ability', 'field', 'science', 'related field', 'new', 'distributed']"
Amazon,"Software Developer Engineer, INTech","['java', 'python', 'web', 'c++', '', 'object', 'oriented', 'language', 'data', 'development', 'ui', 'design', 'request', 'r', 'software', 'engineering', 'systems', 'computer', 'application', 'engineer', 'programming', 'models', 'bachelor', 'business', 'communication', 'database', 'agile', 'unix', 'linux', 'javascript', 'object oriented', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'ability', 'team', 'including', 'skill', 'field', 'building', 'project', 'science', 'language', 'strong', 'complex', 'related field', 'service', 'understanding', 'high']"
Amazon,Software Development Engineer,"['java', 'spring', 'c++', '', 'object', 'oriented', 'language', 'development', 'ui', 'design', 'management', 'r', 'software', 'engineering', 'systems', 'code', 'product', 'engineer', 'programming', 'sql', 'cloud', 'business', 'architecture', 'testing', 'aws', 'coding', 'scaling', 'software development']","['experience', 'year', 'technical', 'work', 'ability', 'team', 'including', 'management', 'knowledge', 'language', 'new', 'test']"
Amazon,Software Development Engineer,"['java', 'spring', '', 'language', 'development', 'ui', 'design', 'management', 'r', 'software', 'engineering', 'computer', 'code', 'product', 'engineer', 'programming', 'sql', 'cloud', 'bachelor', 'business', 'architecture', 'testing', 'aws', 'coding', 'software development', 'computer science']","['experience', 'technical', 'work', 'ability', 'team', 'including', 'management', 'knowledge', 'science', 'language', 'new', 'test']"
Amazon,Sr Software Development Engineer,"['java', 'c++', '', 'object', 'oriented', 'language', 'development', 'design', 'r', 'software', 'engineering', 'systems', 'engineer', 'programming', 'architecture', 'scaling', 'software development']","['experience', 'year', 'ability', 'team', 'including', 'language', 'new']"
Amazon,"Software Developer Engineer I, Intech ","['java', 'python', 'web', 'c++', '', 'object', 'oriented', 'language', 'data', 'development', 'ui', 'design', 'request', 'r', 'software', 'engineering', 'systems', 'computer', 'application', 'engineer', 'programming', 'models', 'bachelor', 'business', 'architecture', 'communication', 'database', 'agile', 'unix', 'linux', 'object oriented', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'ability', 'including', 'skill', 'field', 'building', 'project', 'science', 'technology', 'using', 'language', 'strong', 'complex', 'related field', 'service', 'understanding', 'high']"
Amazon,"Software Development Engineer , CTPS","['', 'language', 'development', 'ui', 'management', 'r', 'software', 'engineering', 'systems', 'computer', 'code', 'application', 'engineer', 'programming', 'communication', 'testing', 'agile', 'coding', 'software development', 'computer science']","['experience', 'year', 'related', 'working', 'work', 'team', 'including', 'management', 'knowledge', 'skill', 'field', 'science', 'language', 'strong', 'related field', 'understanding', 'test', 'distributed']"
Amazon,Software Development Engineer III Intech BR,"['java', 'c++', '', 'object', 'oriented', 'language', 'data', 'structure', 'development', 'ui', 'design', 'management', 'r', 'software', 'engineering', 'systems', 'computer', 'code', 'application', 'product', 'engineer', 'programming', 'bachelor', 'communication', 'testing', 'coding', 'security', 'algorithms', 'object oriented', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'working', 'work', 'ability', 'team', 'including', 'management', 'knowledge', 'skill', 'field', 'building', 'project', 'science', 'language', 'strong', 'complex', 'related field', 'service', 'high', 'test', 'distributed', 'fast paced']"
Amazon,Software Development Engineer II Intech BR,"['java', 'c++', '', 'object', 'oriented', 'language', 'data', 'structure', 'development', 'ui', 'design', 'analysis', 'management', 'r', 'software', 'engineering', 'computer', 'code', 'product', 'engineer', 'programming', 'bachelor', 'communication', 'testing', 'aws', 'coding', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'ability', 'team', 'including', 'management', 'knowledge', 'skill', 'field', 'project', 'science', 'language', 'strong', 'complex', 'related field', 'understanding', 'test', 'problem solving']"
Amazon,"Software Development Engineer - Payments, BR Payments","['java', 'c++', '', 'object', 'oriented', 'language', 'development', 'ui', 'design', 'r', 'software', 'engineering', 'systems', 'computer', 'application', 'product', 'engineer', 'programming', 'bachelor', 'architecture', 'communication', 'aws', 'scaling', 'javascript', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'equivalent', 'working', 'work', 'ability', 'team', 'including', 'skill', 'building', 'science', 'technology', 'using', 'language', 'experience working', 'high', 'new', 'distributed', 'fast paced']"
Amazon,"Software Development Engineer, Amazon Exports and Expansion","['java', 'c++', '', 'object', 'oriented', 'language', 'data', 'structure', 'development', 'ui', 'design', 'analysis', 'management', 'r', 'software', 'engineering', 'systems', 'computer', 'code', 'product', 'engineer', 'programming', 'bachelor', 'testing', 'coding', 'software development', 'computer science']","['experience', 'year', 'degree', 'technical', 'equivalent', 'work', 'team', 'including', 'management', 'knowledge', 'skill', 'building', 'science', 'language', 'complex', 'test', 'distributed', 'problem solving']"
Amazon,"Software Developer Engineer II, Intech","['', 'language', 'development', 'ui', 'design', 'request', 'r', 'software', 'engineering', 'systems', 'computer', 'engineer', 'programming', 'models', 'business', 'architecture', 'communication', 'scaling', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'ability', 'including', 'skill', 'field', 'building', 'project', 'science', 'technology', 'language', 'strong', 'complex', 'related field', 'understanding', 'high', 'new']"
Amazon,"Manager, Software Development, Kuiper Solutions Engineering Team","['', 'development', 'ui', 'design', 'management', 'r', 'software', 'engineering', 'systems', 'computer', 'product', 'engineer', 'cloud', 'architecture', 'aws', 'agile', 'security', 'scaling', 'networking', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'equivalent', 'working', 'work', 'ability', 'team', 'management', 'field', 'science', 'experience working', 'related field', 'service', 'new', 'test']"
Amazon,Software Development Engineer,"['', 'language', 'development', 'ui', 'design', 'management', 'r', 'software', 'engineering', 'systems', 'code', 'application', 'product', 'engineer', 'programming', 'architecture', 'testing', 'agile', 'coding', 'scaling', 'software development']","['experience', 'year', 'technical', 'working', 'work', 'ability', 'team', 'including', 'management', 'knowledge', 'language', 'experience working', 'new', 'test', 'distributed']"
Amazon,Sr. Software Development Engineer III,"['java', 'web', 'c++', '', 'object', 'oriented', 'language', 'data', 'development', 'ui', 'design', 'request', 'r', 'software', 'engineering', 'systems', 'application', 'engineer', 'programming', 'models', 'business', 'architecture', 'communication', 'database', 'agile', 'unix', 'linux', 'object oriented', 'software development']","['experience', 'year', 'degree', 'technical', 'ability', 'team', 'including', 'skill', 'building', 'project', 'technology', 'language', 'strong', 'complex', 'service', 'understanding', 'high']"
Amazon,"Software Development Engineer - Fintech, Finance Technology","['java', 'c++', '', 'object', 'oriented', 'language', 'data', 'structure', 'development', 'ui', 'design', 'analysis', 'management', 'r', 'software', 'engineering', 'computer', 'code', 'product', 'engineer', 'programming', 'bachelor', 'communication', 'testing', 'aws', 'coding', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'ability', 'team', 'including', 'management', 'knowledge', 'skill', 'field', 'project', 'science', 'language', 'strong', 'complex', 'related field', 'understanding', 'test', 'problem solving']"
Amazon,"Software Development Engineer, Intech","['', 'language', 'development', 'ui', 'design', 'request', 'r', 'software', 'engineering', 'systems', 'computer', 'engineer', 'programming', 'models', 'bachelor', 'business', 'architecture', 'communication', 'scaling', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'ability', 'including', 'skill', 'field', 'building', 'project', 'science', 'technology', 'language', 'strong', 'complex', 'related field', 'understanding', 'high', 'new']"
Amazon,"Sr Software Dev Engineer, Business Payments","['', 'language', 'development', 'ui', 'design', 'management', 'r', 'software', 'engineering', 'systems', 'computer', 'code', 'engineer', 'programming', 'architecture', 'communication', 'testing', 'coding', 'scaling', 'software development', 'computer science']","['experience', 'year', 'equivalent', 'ability', 'team', 'including', 'management', 'knowledge', 'skill', 'building', 'science', 'language', 'strong', 'complex', 'high', 'new', 'test', 'distributed']"
Amazon,Software Development Engineer,"['java', 'c++', '', 'object', 'oriented', 'language', 'data', 'structure', 'development', 'ui', 'design', 'ajax', 'jquery', 'analysis', 'management', 'storage', 'r', 'software', 'engineering', 'systems', 'computer', 'code', 'product', 'engineer', 'programming', 'sql', 'bachelor', 'testing', 'database', 'coding', 'javascript', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'work', 'ability', 'team', 'including', 'management', 'knowledge', 'field', 'building', 'project', 'science', 'language', 'complex', 'related field', 'understanding', 'test', 'distributed', 'problem solving']"
Amazon,Software Developer Engineer II,"['java', 'c++', '', 'object', 'oriented', 'language', 'data', 'structure', 'development', 'ui', 'design', 'request', 'management', 'r', 'software', 'engineering', 'systems', 'code', 'application', 'engineer', 'programming', 'business', 'architecture', 'communication', 'testing', 'agile', 'coding', 'scaling', 'software development']","['experience', 'year', 'degree', 'technical', 'ability', 'including', 'management', 'knowledge', 'skill', 'project', 'language', 'developing', 'strong', 'complex', 'service', 'high', 'new', 'test']"
Amazon,Software Developer Engineer III,"['java', 'web', 'c++', '', 'object', 'oriented', 'language', 'data', 'ui', 'design', 'request', 'r', 'software', 'engineering', 'systems', 'application', 'engineer', 'programming', 'models', 'business', 'architecture', 'communication', 'database', 'agile', 'unix', 'linux', 'object oriented']","['experience', 'degree', 'technical', 'ability', 'team', 'including', 'skill', 'building', 'project', 'technology', 'language', 'strong', 'complex', 'service', 'understanding', 'high']"
Amazon,Software Development Engineer II,"['java', 'c++', '', 'object', 'oriented', 'language', 'development', 'ui', 'design', 'management', 'r', 'software', 'engineering', 'systems', 'code', 'product', 'engineer', 'programming', 'cloud', 'architecture', 'testing', 'aws', 'agile', 'coding', 'scaling', 'software development']","['experience', 'year', 'degree', 'technical', 'working', 'work', 'ability', 'team', 'including', 'management', 'knowledge', 'skill', 'language', 'experience working', 'strong', 'service', 'high', 'new', 'test', 'distributed']"
Amazon,Software Development Engineer,"['web', 'spring', '', 'language', 'data', 'development', 'ui', 'design', 'management', 'r', 'software', 'engineering', 'systems', 'code', 'application', 'product', 'engineer', 'programming', 'sql', 'architecture', 'communication', 'testing', 'database', 'agile', 'coding', 'scaling', 'software development']","['experience', 'year', 'technical', 'working', 'work', 'ability', 'team', 'including', 'management', 'knowledge', 'project', 'technology', 'language', 'high', 'new', 'practical', 'test']"
Amazon,Software Development Engineer,"['java', 'c++', '', 'object', 'oriented', 'language', 'data', 'structure', 'development', 'ui', 'design', 'management', 'r', 'software', 'engineering', 'systems', 'computer', 'code', 'product', 'engineer', 'programming', 'bachelor', 'architecture', 'testing', 'coding', 'scaling', 'algorithms', 'software development', 'computer science']","['experience', 'year', 'degree', 'technical', 'equivalent', 'ability', 'team', 'including', 'management', 'knowledge', 'building', 'project', 'science', 'language', 'complex', 'new', 'test']"
Amazon,"Software Development Engineer, Device Software","['java', 'c++', '', 'object', 'oriented', 'data', 'structure', 'ui', 'design', 'analysis', 'management', 'r', 'software', 'systems', 'computer', 'code', 'application', 'product', 'engineer', 'bachelor', 'testing', 'agile', 'coding', 'linux', 'algorithms', 'object oriented', 'computer science']","['experience', 'year', 'degree', 'technical', 'equivalent', 'working', 'work', 'team', 'management', 'knowledge', 'building', 'science', 'complex', 'test', 'distributed', 'problem solving']"
Amazon,Software Development Engineer,"['java', 'web', 'c++', '', 'object', 'oriented', 'language', 'development', 'html', 'css', 'ui', 'design', 'management', 'r', 'software', 'engineering', 'systems', 'code', 'product', 'engineer', 'programming', 'cloud', 'architecture', 'communication', 'testing', 'agile', 'coding', 'scaling', 'javascript', 'software development']","['experience', 'year', 'technical', 'working', 'work', 'ability', 'team', 'including', 'management', 'knowledge', 'skill', 'building', 'using', 'language', 'strong', 'complex', 'service', 'new', 'test', 'problem solving']"
Amazon,Software Development Engineer #0000,"['', 'language', 'development', 'r', 'software', 'programming', 'software development']","['experience', 'year', 'language']"
Amazon,Software Development Engineer,"['java', 'python', 'web', 'c++', '', 'object', 'oriented', 'language', 'data', 'development', 'js', 'react', 'ui', 'design', 'request', 'r', 'software', 'engineering', 'systems', 'computer', 'application', 'engineer', 'business', 'database', 'security', 'linux', 'algorithms', 'networking', 'javascript', 'software development']","['experience', 'related', 'technical', 'working', 'work', 'ability', 'knowledge', 'skill', 'building', 'language', 'service', 'high', 'distributed']"
Amazon,Software Development Engineer,"['java', 'python', 'web', 'c++', '', 'object', 'oriented', 'language', 'data', 'development', 'js', 'react', 'ui', 'design', 'request', 'r', 'software', 'engineering', 'systems', 'computer', 'application', 'engineer', 'business', 'database', 'security', 'linux', 'algorithms', 'networking', 'javascript', 'software development']","['experience', 'year', 'related', 'technical', 'working', 'work', 'ability', 'knowledge', 'skill', 'building', 'language', 'service', 'high', 'distributed']"
Amazon,"Software Development Engineer, Intech ","['java', 'web', 'c++', '', 'object', 'oriented', 'language', 'data', 'development', 'ui', 'design', 'request', 'r', 'software', 'engineering', 'systems', 'computer', 'application', 'engineer', 'programming', 'models', 'business', 'architecture', 'communication', 'database', 'agile', 'scaling', 'unix', 'linux', 'object oriented', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'ability', 'team', 'including', 'skill', 'field', 'building', 'project', 'science', 'technology', 'language', 'strong', 'complex', 'related field', 'service', 'understanding', 'high', 'new']"
Amazon,"Software Developer Engineer II, Intech ","['java', 'web', 'c++', '', 'language', 'data', 'development', 'ui', 'design', 'request', 'r', 'software', 'engineering', 'systems', 'computer', 'application', 'engineer', 'programming', 'models', 'bachelor', 'business', 'architecture', 'database', 'agile', 'unix', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'ability', 'team', 'including', 'skill', 'building', 'science', 'technology', 'language', 'strong', 'complex', 'service', 'understanding', 'high']"
Amazon,"Software Developer Engineer II, INTech","['java', 'python', 'web', 'c++', '', 'language', 'data', 'development', 'ui', 'design', 'request', 'r', 'software', 'engineering', 'systems', 'computer', 'application', 'engineer', 'programming', 'models', 'bachelor', 'business', 'architecture', 'database', 'agile', 'unix', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'ability', 'team', 'including', 'skill', 'building', 'science', 'technology', 'language', 'strong', 'complex', 'service', 'understanding', 'high']"
Amazon,"Software Developer Engineer II, INTech","['java', 'python', 'web', 'c++', '', 'language', 'data', 'development', 'ui', 'design', 'request', 'r', 'software', 'engineering', 'systems', 'computer', 'application', 'engineer', 'programming', 'models', 'bachelor', 'business', 'architecture', 'database', 'agile', 'unix', 'software development', 'computer science']","['experience', 'year', 'degree', 'related', 'technical', 'ability', 'team', 'including', 'skill', 'building', 'science', 'technology', 'language', 'strong', 'complex', 'service', 'understanding', 'high']"
Amazon,Mexico - Software Development Engineer,"['java', 'python', '', 'object', 'oriented', 'language', 'data', 'structure', 'development', 'ui', 'design', 'management', 'r', 'software', 'engineering', 'systems', 'computer', 'code', 'application', 'product', 'engineer', 'programming', 'bachelor', 'architecture', 'testing', 'security', 'algorithms', 'software development', 'computer science']","['experience', 'degree', 'related', 'technical', 'ability', 'team', 'including', 'management', 'knowledge', 'skill', 'project', 'science', 'language', 'complex', 'high', 'test']"
Amazon,Software Development Engineer II,"['', 'language', 'data', 'development', 'design', 'r', 'software', 'systems', 'computer', 'programming', 'bachelor', 'architecture', 'mathematics', 'database', 'scaling', 'algorithms', 'software development', 'computer science']","['experience', 'year', 'degree', 'technical', 'ability', 'science', 'language', 'new', 'distributed']"
Amazon,Software Development Engineer,"['java', 'web', '', 'object', 'oriented', 'language', 'development', 'ui', 'design', 'management', 'r', 'software', 'engineering', 'systems', 'code', 'application', 'product', 'engineer', 'programming', 'architecture', 'communication', 'testing', 'agile', 'coding', 'scaling', 'software development']","['experience', 'year', 'technical', 'ability', 'team', 'including', 'management', 'knowledge', 'skill', 'building', 'project', 'language', 'strong', 'high', 'new', 'test']"
Amazon,"Software Development Engineer, Amazon.in","['java', 'web', '', 'object', 'oriented', 'language', 'development', 'ui', 'design', 'management', 'r', 'software', 'engineering', 'systems', 'code', 'application', 'product', 'engineer', 'programming', 'architecture', 'communication', 'testing', 'agile', 'coding', 'scaling', 'software development']","['experience', 'year', 'technical', 'ability', 'team', 'including', 'management', 'knowledge', 'skill', 'building', 'project', 'language', 'strong', 'high', 'new', 'test']"
Amazon,Software Development Engineer,"['', 'language', 'development', 'ui', 'design', 'management', 'r', 'software', 'engineering', 'systems', 'code', 'product', 'engineer', 'programming', 'architecture', 'testing', 'coding', 'scaling', 'software development']","['experience', 'year', 'technical', 'ability', 'team', 'including', 'management', 'knowledge', 'building', 'project', 'language', 'complex', 'new', 'test']"
