,COMPANY,TITLE,QUALIFICATIONS,LINK,DESCRIPTION
100,JPM,Sr Java Software Engineer," BS/BA degree or equivalent experience. 8+ years experience Java Development: the ability to create medium to large-sized Java web applications from start to finish on their own This includes but is not limited to the following: client interaction, validating requirements, system design, frontend/Ui development, interaction with a Java EE application server, web services, experience with the various Java EE APIs, development builds, application deployments, integration/enterprise testing, and support of applications within a production environment. Strong RDBMS understanding. Solid understanding of Service Oriented Architecture (SOA) principles. Java-related experience with. REST/JSON/XML Web APIs Development experience. Spring MVC, Spring Data, Spring Security. Testing frameworks – Cucumber, Selenium, Junit. Must have practical experience with unit testing including deep understanding of Mock Testing Frameworks like EasyMock or Mockito. Broad and deep understanding of multiple application server platforms including Apache Tomcat. SQL & Database – Oracle, Cassandra, Hbase. Java performance tuning, debugging & Profiling Tools. Code Repositories: SVN, GIT/Bitbucket. Expertise in application, data, and infrastructure architecture disciplines. Advanced knowledge of architecture and design across all systems. Proficiency in multiple modern programming languages. Knowledge of industry-wide technology trends and best practices. Keen understanding of financial control and budget management. Ability to work in large, collaborative teams to achieve organizational goals. Passionate about building an innovative culture. Develop an understanding of our products and the problems we are attempting to solve. Plan, design, test, debug and deploy software solutions for managing infrastructure, project management, capacity planning, and operational efficiencies. Leverage large amounts of machine, performance, application, and inventory data to create a unique representation. Analyze infrastructure problems/constraints, inefficiencies, process gaps, risk, and regulatory issues and engineer software or automation solutions. Work in partnership with infrastructure engineers and architects to understand and identify operational improvements. Automate complex functions to improve the delivery of information. REST/JSON/XML Web APIs Development experience. Spring MVC, Spring Data, Spring Security. Testing frameworks – Cucumber, Selenium, Junit. Must have practical experience with unit testing including deep understanding of Mock Testing Frameworks like EasyMock or Mockito. ",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/210366636/?keyword=software+engineer&location=United+States&locationId=300000000289738&locationLevel=country," BS/BA degree or equivalent experience. 8+ years experience Java Development: the ability to create medium to large-sized Java web applications from start to finish on their own This includes but is not limited to the following: client interaction, validating requirements, system design, frontend/Ui development, interaction with a Java EE application server, web services, experience with the various Java EE APIs, development builds, application deployments, integration/enterprise testing, and support of applications within a production environment. Strong RDBMS understanding. Solid understanding of Service Oriented Architecture (SOA) principles. Java-related experience with. REST/JSON/XML Web APIs Development experience. Spring MVC, Spring Data, Spring Security. Testing frameworks – Cucumber, Selenium, Junit. Must have practical experience with unit testing including deep understanding of Mock Testing Frameworks like EasyMock or Mockito. Broad and deep understanding of multiple application server platforms including Apache Tomcat. SQL & Database – Oracle, Cassandra, Hbase. Java performance tuning, debugging & Profiling Tools. Code Repositories: SVN, GIT/Bitbucket. Expertise in application, data, and infrastructure architecture disciplines. Advanced knowledge of architecture and design across all systems. Proficiency in multiple modern programming languages. Knowledge of industry-wide technology trends and best practices. Keen understanding of financial control and budget management. Ability to work in large, collaborative teams to achieve organizational goals. Passionate about building an innovative culture. Develop an understanding of our products and the problems we are attempting to solve. Plan, design, test, debug and deploy software solutions for managing infrastructure, project management, capacity planning, and operational efficiencies. Leverage large amounts of machine, performance, application, and inventory data to create a unique representation. Analyze infrastructure problems/constraints, inefficiencies, process gaps, risk, and regulatory issues and engineer software or automation solutions. Work in partnership with infrastructure engineers and architects to understand and identify operational improvements. Automate complex functions to improve the delivery of information. REST/JSON/XML Web APIs Development experience. Spring MVC, Spring Data, Spring Security. Testing frameworks – Cucumber, Selenium, Junit. Must have practical experience with unit testing including deep understanding of Mock Testing Frameworks like EasyMock or Mockito. "
101,JPM,Java Software Engineer II," Executes standard software solutions, design, development, and technical troubleshooting Writes secure and high-quality code using the syntax of at least one programming language with limited guidance Designs, develops, codes, and troubleshoots with consideration of upstream and downstream systems and technical implications Applies knowledge of tools within the Software Development Life Cycle toolchain to improve the value realized by automation Applies technical troubleshooting to break down solutions and solve technical problems of basic complexity Gathers, analyzes, and draws conclusions from large, diverse data sets to identify problems and contribute to decision-making in service of secure, stable application development Learns and applies system processes, methodologies, and skills for the development of secure, stable code and systems Adds to team culture of diversity, equity, inclusion, and respect Formal training or certification on software engineering concepts and 2+ years applied experience Hands-on practical experience in system design, application development, testing, and operational stability Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Demonstratable ability to code in one or more languages Experience across the whole Software Development Life Cycle Exposure to agile methodologies such as CI/CD, Applicant Resiliency, and Security Emerging knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning, mobile, etc.) Familiarity with modern front-end technologies Exposure to cloud technologies ",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/210389691/?keyword=software+engineer&location=United+States&locationId=300000000289738&locationLevel=country," Executes standard software solutions, design, development, and technical troubleshooting Writes secure and high-quality code using the syntax of at least one programming language with limited guidance Designs, develops, codes, and troubleshoots with consideration of upstream and downstream systems and technical implications Applies knowledge of tools within the Software Development Life Cycle toolchain to improve the value realized by automation Applies technical troubleshooting to break down solutions and solve technical problems of basic complexity Gathers, analyzes, and draws conclusions from large, diverse data sets to identify problems and contribute to decision-making in service of secure, stable application development Learns and applies system processes, methodologies, and skills for the development of secure, stable code and systems Adds to team culture of diversity, equity, inclusion, and respect Formal training or certification on software engineering concepts and 2+ years applied experience Hands-on practical experience in system design, application development, testing, and operational stability Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Demonstratable ability to code in one or more languages Experience across the whole Software Development Life Cycle Exposure to agile methodologies such as CI/CD, Applicant Resiliency, and Security Emerging knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning, mobile, etc.) Familiarity with modern front-end technologies Exposure to cloud technologies "
103,JPM,React Software Engineer III," Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Strong knowledge and experience with ReactJS for creating interactive UI's, Virtual DOM, JSX, React Route, and ReactJS echo systems and concepts. Creates secure and high-quality production code and maintains algorithms that run synchronously with appropriate systems Produces architecture and design artifacts for complex applications while being accountable for ensuring design constraints are met by software code development Proactively identifies hidden problems and patterns in data and uses these insights to drive improvements to coding hygiene and system architecture Contributes to software engineering communities of practice and events that explore new and emerging technologies Adds to team culture of diversity, equity, inclusion, and respect Formal training or certification on software engineering concepts and 3+ years applied experience Hands-on practical experience in system design, application development, testing, and operational stability Proficient in coding in one or more languages * Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Overall knowledge of the Software Development Life Cycle Solid understanding of agile methodologies such as CI/CD, Applicant Resiliency, and Security Demonstrated knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning, mobile, etc.) Familiarity with modern front-end technologies Exposure to cloud technologies ",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/210385301/?keyword=software+engineer&location=United+States&locationId=300000000289738&locationLevel=country," Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Strong knowledge and experience with ReactJS for creating interactive UI's, Virtual DOM, JSX, React Route, and ReactJS echo systems and concepts. Creates secure and high-quality production code and maintains algorithms that run synchronously with appropriate systems Produces architecture and design artifacts for complex applications while being accountable for ensuring design constraints are met by software code development Proactively identifies hidden problems and patterns in data and uses these insights to drive improvements to coding hygiene and system architecture Contributes to software engineering communities of practice and events that explore new and emerging technologies Adds to team culture of diversity, equity, inclusion, and respect Formal training or certification on software engineering concepts and 3+ years applied experience Hands-on practical experience in system design, application development, testing, and operational stability Proficient in coding in one or more languages * Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Overall knowledge of the Software Development Life Cycle Solid understanding of agile methodologies such as CI/CD, Applicant Resiliency, and Security Demonstrated knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning, mobile, etc.) Familiarity with modern front-end technologies Exposure to cloud technologies "
106,JPM,FullStack Software Engineer III," Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Creates secure and high-quality production code and maintains algorithms that run synchronously with appropriate systems Produces architecture and design artifacts for complex applications while being accountable for ensuring design constraints are met by software code development Gathers, analyzes, synthesizes, and develops visualizations and reporting from large, diverse data sets in service of continuous improvement of software applications and systems Proactively identifies hidden problems and patterns in data and uses these insights to drive improvements to coding hygiene and system architecture Contributes to software engineering communities of practice and events that explore new and emerging technologies Adds to team culture of diversity, equity, inclusion, and respect Formal training or certification on software engineering concepts and 3+ years applied experience Hands-on practical experience in system design, application development, testing, and operational stability Proficient in coding in one or more languages Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Overall knowledge of the Software Development Life Cycle Solid understanding of agile methodologies such as CI/CD, Applicant Resiliency, and Security Demonstrated knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning, mobile, etc.) Familiarity with modern front-end technologies Exposure to cloud technologies ",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/210386305/?keyword=software+engineer&location=United+States&locationId=300000000289738&locationLevel=country," Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Creates secure and high-quality production code and maintains algorithms that run synchronously with appropriate systems Produces architecture and design artifacts for complex applications while being accountable for ensuring design constraints are met by software code development Gathers, analyzes, synthesizes, and develops visualizations and reporting from large, diverse data sets in service of continuous improvement of software applications and systems Proactively identifies hidden problems and patterns in data and uses these insights to drive improvements to coding hygiene and system architecture Contributes to software engineering communities of practice and events that explore new and emerging technologies Adds to team culture of diversity, equity, inclusion, and respect Formal training or certification on software engineering concepts and 3+ years applied experience Hands-on practical experience in system design, application development, testing, and operational stability Proficient in coding in one or more languages Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Overall knowledge of the Software Development Life Cycle Solid understanding of agile methodologies such as CI/CD, Applicant Resiliency, and Security Demonstrated knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning, mobile, etc.) Familiarity with modern front-end technologies Exposure to cloud technologies "
109,JPM,Frontend Software Engineer III," Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Creates secure and high-quality production code and maintains algorithms that run synchronously with appropriate systems Produces architecture and design artifacts for complex applications while being accountable for ensuring design constraints are met by software code development Gathers, analyzes, synthesizes, and develops visualizations and reporting from large, diverse data sets in service of continuous improvement of software applications and systems Proactively identifies hidden problems and patterns in data and uses these insights to drive improvements to coding hygiene and system architecture Contributes to software engineering communities of practice and events that explore new and emerging technologies Formal training or certification on software engineering concepts and 3+ years applied experience of hands-on engineering, with at least 2 years of experience working with React & TypeScript Proficiency in JavaScript, Typescript, and the React.js ecosystem Hands-on practical experience in system design, application development, testing, and operational stability Proficient in coding in one or more languages Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Overall knowledge of the Software Development Life Cycle Experience with building cloud-native applications, ideally familiar with AWS, Azure, Pivotal, or other cloud platforms Solid understanding of agile methodologies such as CI/CD, Applicant Resiliency, and Security Demonstrated knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning, mobile, etc.) Familiar with designing and consuming APIs/microservices frameworks Familiar with CI/CD pipelines (ex: Jenkins) with end-to-end automation ",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/210383615/?keyword=software+engineer&location=United+States&locationId=300000000289738&locationLevel=country," Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Creates secure and high-quality production code and maintains algorithms that run synchronously with appropriate systems Produces architecture and design artifacts for complex applications while being accountable for ensuring design constraints are met by software code development Gathers, analyzes, synthesizes, and develops visualizations and reporting from large, diverse data sets in service of continuous improvement of software applications and systems Proactively identifies hidden problems and patterns in data and uses these insights to drive improvements to coding hygiene and system architecture Contributes to software engineering communities of practice and events that explore new and emerging technologies Formal training or certification on software engineering concepts and 3+ years applied experience of hands-on engineering, with at least 2 years of experience working with React & TypeScript Proficiency in JavaScript, Typescript, and the React.js ecosystem Hands-on practical experience in system design, application development, testing, and operational stability Proficient in coding in one or more languages Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Overall knowledge of the Software Development Life Cycle Experience with building cloud-native applications, ideally familiar with AWS, Azure, Pivotal, or other cloud platforms Solid understanding of agile methodologies such as CI/CD, Applicant Resiliency, and Security Demonstrated knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning, mobile, etc.) Familiar with designing and consuming APIs/microservices frameworks Familiar with CI/CD pipelines (ex: Jenkins) with end-to-end automation "
111,JPM,Java Software Engineer III," Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Creates secure and high-quality production code and maintains algorithms that run synchronously with appropriate systems Produces architecture and design artifacts for complex applications while being accountable for ensuring design constraints are met by software code development Gathers, analyzes, synthesizes, and develops visualizations and reporting from large, diverse data sets in service of continuous improvement of software applications and systems Proactively identifies hidden problems and patterns in data and uses these insights to drive improvements to coding hygiene and system architecture Contributes to software engineering communities of practice and events that explore new and emerging technologies Adds to team culture of diversity, equity, inclusion, and respect Formal training or certification on software engineering concepts and 3+ years applied experience Java, Spring, SQL, Microservices and REST services experience Hands-on practical experience in system design, application development, testing, and operational stability Proficient in coding in one or more languages Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Overall knowledge of the Software Development Life Cycle Solid understanding of agile methodologies such as CI/CD, Applicant Resiliency, and Security Demonstrated knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning, mobile, etc. Familiarity with modern front-end technologies Exposure to cloud technologies ",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/210386599/?keyword=software+engineer&location=United+States&locationId=300000000289738&locationLevel=country," Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Creates secure and high-quality production code and maintains algorithms that run synchronously with appropriate systems Produces architecture and design artifacts for complex applications while being accountable for ensuring design constraints are met by software code development Gathers, analyzes, synthesizes, and develops visualizations and reporting from large, diverse data sets in service of continuous improvement of software applications and systems Proactively identifies hidden problems and patterns in data and uses these insights to drive improvements to coding hygiene and system architecture Contributes to software engineering communities of practice and events that explore new and emerging technologies Adds to team culture of diversity, equity, inclusion, and respect Formal training or certification on software engineering concepts and 3+ years applied experience Java, Spring, SQL, Microservices and REST services experience Hands-on practical experience in system design, application development, testing, and operational stability Proficient in coding in one or more languages Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Overall knowledge of the Software Development Life Cycle Solid understanding of agile methodologies such as CI/CD, Applicant Resiliency, and Security Demonstrated knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning, mobile, etc. Familiarity with modern front-end technologies Exposure to cloud technologies "
112,JPM,Software Engineer III - Java," Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Creates secure and high-quality production code and maintains algorithms that run synchronously with appropriate systems Produces architecture and design artifacts for complex applications while being accountable for ensuring design constraints are met by software code development Gathers, analyzes, synthesizes, and develops visualizations and reporting from large, diverse data sets in service of continuous improvement of software applications and systems Proactively identifies hidden problems and patterns in data and uses these insights to drive improvements to coding hygiene and system architecture Contributes to software engineering communities of practice and events that explore new and emerging technologies Adds to team culture of diversity, equity, inclusion, and respect Formal training or certification on software engineering concepts and 3+ years applied experience Hands-on practical experience in system design, application development, testing, and operational stability Proficient in coding in one or more languages Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Overall knowledge of the Software Development Life Cycle Solid understanding of agile methodologies such as CI/CD, Applicant Resiliency, and Security Demonstrated knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning, mobile, etc.) Experience with Java 1.8 or higher. Spring boot 2.x Micro services Java JPA, Hibernate ORM Oracle RDBMS Angular 8 or higher Linux internals/Shell scripting Familiarity with modern front-end technologies Exposure to cloud technologies ",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/210384163/?keyword=software+engineer&location=United+States&locationId=300000000289738&locationLevel=country," Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Creates secure and high-quality production code and maintains algorithms that run synchronously with appropriate systems Produces architecture and design artifacts for complex applications while being accountable for ensuring design constraints are met by software code development Gathers, analyzes, synthesizes, and develops visualizations and reporting from large, diverse data sets in service of continuous improvement of software applications and systems Proactively identifies hidden problems and patterns in data and uses these insights to drive improvements to coding hygiene and system architecture Contributes to software engineering communities of practice and events that explore new and emerging technologies Adds to team culture of diversity, equity, inclusion, and respect Formal training or certification on software engineering concepts and 3+ years applied experience Hands-on practical experience in system design, application development, testing, and operational stability Proficient in coding in one or more languages Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Overall knowledge of the Software Development Life Cycle Solid understanding of agile methodologies such as CI/CD, Applicant Resiliency, and Security Demonstrated knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning, mobile, etc.) Experience with Java 1.8 or higher. Spring boot 2.x Micro services Java JPA, Hibernate ORM Oracle RDBMS Angular 8 or higher Linux internals/Shell scripting Familiarity with modern front-end technologies Exposure to cloud technologies "
114,JPM,Datalake Software Engineer III," Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Creates secure and high-quality production code and maintains algorithms that run synchronously with appropriate systems Produces architecture and design artifacts for complex applications while being accountable for ensuring design constraints are met by software code development Gathers, analyzes, synthesizes, and develops visualizations and reporting from large, diverse data sets in service of continuous improvement of software applications and systems Proactively identifies hidden problems and patterns in data and uses these insights to drive improvements to coding hygiene and system architecture Contributes to software engineering communities of practice and events that explore new and emerging technologies * Adds to team culture of diversity, equity, inclusion, and respect Formal training or certification on software engineering concepts and 3+ years applied experience Hands-on practical experience in system design, application development, testing, and operational stability Proficient in coding in one or more languages - Python/Pyspark Excellent Python knowledge with a strong track record of delivering with impact Experience in Python development including Web application frameworks such as Flask, Bottle and Tornado Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Solid understanding of agile methodologies such as CI/CD pipelines, Applicant Resiliency, and Security Familiarity with modern front-end technologies Exposure to cloud technologies Experience in developing user interfaces and good visualization skills. Knowledge of JavaScript, HTML5 and core frameworks such as React.js Working knowledge on AWS and relevant cloud tools like Glue, Lambda ",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/210385863/?keyword=software+engineer&location=United+States&locationId=300000000289738&locationLevel=country," Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Creates secure and high-quality production code and maintains algorithms that run synchronously with appropriate systems Produces architecture and design artifacts for complex applications while being accountable for ensuring design constraints are met by software code development Gathers, analyzes, synthesizes, and develops visualizations and reporting from large, diverse data sets in service of continuous improvement of software applications and systems Proactively identifies hidden problems and patterns in data and uses these insights to drive improvements to coding hygiene and system architecture Contributes to software engineering communities of practice and events that explore new and emerging technologies * Adds to team culture of diversity, equity, inclusion, and respect Formal training or certification on software engineering concepts and 3+ years applied experience Hands-on practical experience in system design, application development, testing, and operational stability Proficient in coding in one or more languages - Python/Pyspark Excellent Python knowledge with a strong track record of delivering with impact Experience in Python development including Web application frameworks such as Flask, Bottle and Tornado Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Solid understanding of agile methodologies such as CI/CD pipelines, Applicant Resiliency, and Security Familiarity with modern front-end technologies Exposure to cloud technologies Experience in developing user interfaces and good visualization skills. Knowledge of JavaScript, HTML5 and core frameworks such as React.js Working knowledge on AWS and relevant cloud tools like Glue, Lambda "
117,JPM,Java Software Engineer III," Participate in design and develop scalable and resilient systems ­in a timely manner using Java to contribute to continual, iterative improvements for product teams​ Design, write, comment and unit test code to confirm software modules are of the highest quality​ Build Microservices that will run on the bank’s internal cloud and the public cloud platform​ Collaborate with teams in multiple regions and time zones​ Participate in scrum team stand-ups, code reviews and other ceremonies, contribute to task completion and blocker resolution within your team​ Handle critical and time sensitive concurrent tasks with supervision and properly escalate situations as appropriate​ Write test cases, leverage unit and integration testing, develop functionality and automation​ Identify and implement continuous improvement opportunities, to improve delivery flow across product and technology​ BS in computer science, engineering, or an equivalent experience 5+ years of professional software engineering experience with Core Java 8 plus: Streams, Multithreading, Collections, and Exception handling mechanism. Strong knowledge of Spring Boot framework, and REST API design principles and best practices Experience with microservices architecture, and cloud-native application developmen, hands-on experience developing in AWS Cloud Platform Experience writing streaming applications with Apache Kafka or similar messaging technology Good understanding of DevOps principles and Continuous Integration and Delivery Strong understanding of SDLC, TDD and BDD, proficient writing unit, functional and integration automated tests. Experience using Jenkins, SonarQube, GIT, and Maven Proficient in working with relational and NoSQL databases Experience with Containers (Docker) and Kubernetes or similar container orchestration platform Experience with application Operation Excellence: resiliency, performance, availability, fault-tolerance, and monitoring Experience with Agile development methodologies: Scrum Developer or Solutions Architect Level AWS Certification Experience with any of these Observability tools: Splunk, Datadog, Dynatrace, or Grafana Experience with distributed databases like AWS DynamoDB, Cassandra, CockroachDB Proficiency in multiple modern programming languages ",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/210385856/?keyword=software+engineer&location=United+States&locationId=300000000289738&locationLevel=country," Participate in design and develop scalable and resilient systems ­in a timely manner using Java to contribute to continual, iterative improvements for product teams​ Design, write, comment and unit test code to confirm software modules are of the highest quality​ Build Microservices that will run on the bank’s internal cloud and the public cloud platform​ Collaborate with teams in multiple regions and time zones​ Participate in scrum team stand-ups, code reviews and other ceremonies, contribute to task completion and blocker resolution within your team​ Handle critical and time sensitive concurrent tasks with supervision and properly escalate situations as appropriate​ Write test cases, leverage unit and integration testing, develop functionality and automation​ Identify and implement continuous improvement opportunities, to improve delivery flow across product and technology​ BS in computer science, engineering, or an equivalent experience 5+ years of professional software engineering experience with Core Java 8 plus: Streams, Multithreading, Collections, and Exception handling mechanism. Strong knowledge of Spring Boot framework, and REST API design principles and best practices Experience with microservices architecture, and cloud-native application developmen, hands-on experience developing in AWS Cloud Platform Experience writing streaming applications with Apache Kafka or similar messaging technology Good understanding of DevOps principles and Continuous Integration and Delivery Strong understanding of SDLC, TDD and BDD, proficient writing unit, functional and integration automated tests. Experience using Jenkins, SonarQube, GIT, and Maven Proficient in working with relational and NoSQL databases Experience with Containers (Docker) and Kubernetes or similar container orchestration platform Experience with application Operation Excellence: resiliency, performance, availability, fault-tolerance, and monitoring Experience with Agile development methodologies: Scrum Developer or Solutions Architect Level AWS Certification Experience with any of these Observability tools: Splunk, Datadog, Dynatrace, or Grafana Experience with distributed databases like AWS DynamoDB, Cassandra, CockroachDB Proficiency in multiple modern programming languages "
118,JPM,Software Engineer III-Internet of Things," Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Primary hands-on development of new platforms in a cloud-based environment Creates secure and high-quality production code and maintains algorithms that run synchronously with appropriate systems Produces architecture and design artifacts for complex applications while being accountable for ensuring design constraints are met by software code development Gathers, analyzes, synthesizes, and develops visualizations and reporting from large, diverse data sets in service of continuous improvement of software applications and systems Maintaining knowledge of industry-wide technology trends, best practices, and regulatory controls impacting IoT Responsible for detailed documentation on the application in the IoT portfolio and maintenance of Application Knowledge Support Artifacts, etc. Formal training or certification on software engineering concepts and 3+ years applied experience Proficient in coding in one or more languages Demonstrated knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning, mobile, etc.) Development and Deployment on AWS VPC, Subnet, SG, Lambda, EC2, RDS, Route, Content Delivery, KMS, and S3. Familiar with Agile methodologies such as SCRUM, LEAN, etc Experience in management of Minimal Viable Products (MVP), issues, risks, and dependencies Familiar with development tools such as Jenkins, Rundeck, SVN/Crucible/Jira, Git/Stash, etc Familiarity with modern front-end technologies Exposure to cloud technologies Familiarity with smart building technologies/Internet of Things ",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/210384532/?keyword=software+engineer&location=United+States&locationId=300000000289738&locationLevel=country," Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Primary hands-on development of new platforms in a cloud-based environment Creates secure and high-quality production code and maintains algorithms that run synchronously with appropriate systems Produces architecture and design artifacts for complex applications while being accountable for ensuring design constraints are met by software code development Gathers, analyzes, synthesizes, and develops visualizations and reporting from large, diverse data sets in service of continuous improvement of software applications and systems Maintaining knowledge of industry-wide technology trends, best practices, and regulatory controls impacting IoT Responsible for detailed documentation on the application in the IoT portfolio and maintenance of Application Knowledge Support Artifacts, etc. Formal training or certification on software engineering concepts and 3+ years applied experience Proficient in coding in one or more languages Demonstrated knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning, mobile, etc.) Development and Deployment on AWS VPC, Subnet, SG, Lambda, EC2, RDS, Route, Content Delivery, KMS, and S3. Familiar with Agile methodologies such as SCRUM, LEAN, etc Experience in management of Minimal Viable Products (MVP), issues, risks, and dependencies Familiar with development tools such as Jenkins, Rundeck, SVN/Crucible/Jira, Git/Stash, etc Familiarity with modern front-end technologies Exposure to cloud technologies Familiarity with smart building technologies/Internet of Things "
