,CATEGORY,COMPANY,TITLE,QUALIFICATIONS
12,Data Scientist/Data Analyst,Google," Senior Staff Software Engineer, Machine Learning, Core ","Bachelor's degree or equivalent practical experience.8 years of experience in software development, and with data structures/algorithms.5 years of experience with design and architecture; and testing/launching software products.7 years of experience with machine learning algorithms and tools (e.g., TensorFlow), artificial intelligence, deep learning and/or natural language processing.. Master’s degree or PhD in Engineering, Computer Science, or a related technical field.5 years of experience in a technical leadership role leading project teams and setting technical direction.3 years of experience working in a complex, matrixed organization involving cross-functional, and/or cross-business projects."
13,Data Scientist/Data Analyst,Google," Staff Software Engineer, Machine Learning, Google Cloud Platforms ","Bachelor's degree or equivalent practical experience. 8 years of experience in software development, and with data structures/algorithms.5 years of experience testing, and launching software products, and 3 years of experience with software design and architecture. 5 years of experience with machine learning algorithms and tools (e.g., TensorFlow), artificial intelligence, deep learning, and/or natural language processing.. Master’s degree or PhD in Engineering, Computer Science, or a related technical field. 3 years of experience in a technical leadership role leading project teams and setting technical direction. 3 years of experience working in a complex, matrixed organization involving cross-functional, and/or cross-business projects."
14,Data Scientist/Data Analyst,Google," Software Engineer III, Human Perception and Synthesis, AR ","Bachelor’s degree or equivalent practical experience.2 years of experience with software development in one or more programming languages, or 1 year of experience with an advanced degree.2 years of experience with computer vision or computer graphics (or neural rendering) or signal processing in either an academic or industry setting.. Master's degree or PhD in Computer Science or related technical field.2 years of experience with machine learning algorithms and tools (e.g., TensorFlow), artificial intelligence, deep learning and/or natural language processing.Experience developing digital human related projects, such as neural rendering, face/eyes/hand/body tracking, novel view synthesis, face/human generation/capturing, people segmentation, clothing reconstruction, non-rigid tracking.Experience in image processing and computational photography (denoising, super-resolution, HDR)."
15,Data Scientist/Data Analyst,Google," Staff Software Engineer, Machine Learning, YouTube ","Bachelor's degree or equivalent practical experience.8 years of experience in software development, and with data structures/algorithms.5 years of experience testing, and launching software products, and 3 years of experience with software design and architecture. 5 years of experience with machine learning algorithms and tools (e.g., TensorFlow), artificial intelligence, deep learning, and/or natural language processing.. Master’s degree or PhD in Engineering, Computer Science, or a related technical field.3 years of experience in a technical leadership role leading project teams and setting technical direction.3 years of experience working in a complex, matrixed organization involving cross-functional, and/or cross-business projects."
16,Data Scientist/Data Analyst,Google," Senior Staff Software Engineer, APIs, Machine Learning, Core "," Bachelor's degree or equivalent practical experience8 years of experience in software development and with data structures/algorithms5 years of experience with design and architecture; and testing/launching software productsExperience with API and system design, and C++. Master’s degree or PhD in Engineering, Computer Science, or a related technical field7 years of experience with machine learning algorithms and tools (e.g., TensorFlow), artificial intelligence, deep learning and/or natural language processing5 years of experience in a technical leadership role leading project teams and setting technical direction3 years of experience working in a complex, matrixed organization involving cross-functional, and/or cross-business projectsStrong understanding of the needs of advanced ML developers and an excitement to work full stack, from API design to programming languages, runtimes, compilers, and advanced hardware"
17,Data Scientist/Data Analyst,Google," Senior Staff Software Engineer, Machine Learning, YouTube ","Bachelor's degree or equivalent practical experience.8 years of experience in software development, and with data structures/algorithms. 5 years of experience with design and architecture and testing/launching software products.7 years of experience with machine learning algorithms and tools (e.g., TensorFlow), artificial intelligence, deep learning and/or natural language processing.. Master’s degree or PhD in Engineering, Computer Science, or a related technical field.5 years of experience in a technical leadership role leading project teams and setting technical direction.3 years of experience working in a complex, matrixed organization involving cross-functional, and/or cross-business projects."
18,Data Scientist/Data Analyst,Google," Staff Software Engineer, Machine Learning, Search ","Bachelor's degree or equivalent practical experience.10 years of experience in software development, and with data structures/algorithms.3 years of experience in a technical leadership role overseeing strategic projects.2 years of experience in people management, supervision/team leadership roles..  Master’s degree or PhD in Engineering, Computer Science, a technical related field, or equivalent practical experience.5 years of experience with machine learning algorithms and tools (e.g., TensorFlow), artificial intelligence, deep learning, and/or natural language processing.3 years of experience working in a complex, matrixed organization involving cross-functional, and/or cross-business projects."
19,Data Scientist/Data Analyst,Google," Software Engineer III, Machine Learning, AR ","Bachelor’s degree or equivalent practical experience.2 years of experience with software development in one or more programming languages, or 1 year of experience with an advanced degree.2 years of experience with data structures or algorithms in either an academic or industry setting.. Master's degree or PhD in Computer Science or related technical field.2 years of experience with machine learning algorithms and tools (e.g., TensorFlow), artificial intelligence, deep learning and/or natural language processing.Experience developing accessible technologies."
20,Data Scientist/Data Analyst,Google," Staff Software Engineer, Machine Learning, Google Cloud ","Bachelor's degree or equivalent practical experience. 8 years of experience in software development, and with data structures/algorithms.5 years of experience testing, and launching software products, and 3 years of experience with software design and architecture. 5 years of experience with machine learning algorithms and tools (e.g., TensorFlow), artificial intelligence, deep learning, and/or natural language processing.. Master’s degree or PhD in Engineering, Computer Science, or a related technical field. 3 years of experience in a technical leadership role leading project teams and setting technical direction. 3 years of experience working in a complex, matrixed organization involving cross-functional, and/or cross-business projects."
21,Data Scientist/Data Analyst,Google," Senior Staff Software Engineer, Machine Learning, Google Research ","Bachelor's degree or equivalent practical experience.8 years of experience in software development, and with data structures/algorithms.5 years of experience with design and architecture; and testing/launching software products.7 years of experience with machine learning algorithms and tools (e.g., TensorFlow), artificial intelligence, deep learning and/or natural language processing.. Master’s degree or PhD in Engineering, Computer Science, or a related technical field.5 years of experience in a technical leadership role leading project teams and setting technical direction.3 years of experience working in a complex, matrixed organization involving cross-functional, and/or cross-business projects."
22,Data Scientist/Data Analyst,Google," Software Engineer, Silicon ","Bachelor’s degree in Computer Science, Electrical Engineering, related technical field or equivalent practical experience.Experience in the field of software engineering (i.e. working with data structures, algorithms, software design).Experience in Software development, one or more programming languages (e,g., C/C++, Java or Python).. Master's or PhD degree in Computer Science, Electrical Engineering, or related technical field, specializing in computer architecture, operating system, compilers, or hardware-software codesign.Experience in compiler design and implementation, image/video/speech algorithms, and software/hardware implementation techniques.Experience in programming domain-specific accelerators, including GPU, TPU, or DSP.Experience in Android operating system, framework, and application.Experience in machine learning software stack and hardware architecture.Experience in system power and performance benchmark, profiling, analysis, and optimization."
